If you liked (ID),If you liked (Title),Recommendation 1 (ID),Recommendation 1 (Title),Similarity 1,Recommendation 2 (ID),Recommendation 2 (Title),Similarity 2,Recommendation 3 (ID),Recommendation 3 (Title),Similarity 3,Recommendation 4 (ID),Recommendation 4 (Title),Similarity 4,Recommendation 5 (ID),Recommendation 5 (Title),Similarity 5
1181,CMO interview: Putting IBM's marketing technology under the microscope,2094,Marketing Technology Landscape Supergraphic (2016) - Chief Marketing Technologist,0.2937,3095,IBM wants to bring machine learning to the mainframe,0.2840,2274,Bring a dinosaur to life with Watson IoT Platform and Node-RED,0.2537,2081,Gartner Hype Cycle for Digital Marketing and Advertising,0.2442,1363,Martech and ad tech convergence: myth or reality?,0.2286
1182,Docker e .Net,483,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,0.3928,657,Iniciando com o Docker: Criando suas próprias imagens - Tableless,0.3701,1543,Announcing .NET Core 1.0,0.3480,2754,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,0.3365,860,Quando o Scrum irá falhar - Tableless,0.3354
1183,The AI business landscape,161,Deep learning will be huge - and here's who will dominate it,0.4707,2659,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",0.3971,2453,Baidu Research grills AI models on deep learning,0.3684,2532,Why Deep Learning Is Suddenly Changing Your Life,0.3504,938,Clarifying the uses of artificial intelligence in the enterprise,0.3450
1184,Estratégia da Nestlé | Endeavor Brasil,1833,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/",0.5086,1323,A estratégia de vendas da Amazon,0.4977,2572,Para inovar é preciso mais do que boas ideias - Startupi,0.4805,1925,Olhando para o futuro: 5 pontos de atenção,0.4805,2656,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.4744
1185,Google Expands Android Pay APIs,1015,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",0.4093,1013,"Google I/O 2016: Develop, Grow & Earn",0.3580,290,Don't take my money: Why mobile payments haven't taken off - yet,0.3520,884,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,0.3313,278,Android Studio 2.0 | Android Developers Blog,0.3258
1186,Mary Meeker's essential 2016 Internet Trends Report,3057,BACK FROM THE DEAD - TrendWatching,0.2190,2973,5 Asian Trends for 2017,0.1719,537,New Asia Trend Bulletin from TrendWatching | BUILT-IN BRANDS,0.1419,2894,5 Latin Trends for 2017 | TrendWatching,0.1349,880,Mobile marketing statistics 2016,0.1212
1187,New South & Central America Trend Briefing from TrendWatching | CRISIS SOLUTIONS,537,New Asia Trend Bulletin from TrendWatching | BUILT-IN BRANDS,0.5721,2973,5 Asian Trends for 2017,0.3701,2894,5 Latin Trends for 2017 | TrendWatching,0.3025,1649,ASIAN INNOVATION FRENZY | New Asia Trend Briefing from TrendWatching,0.2903,1726,LATIN INNOVATION BONANZA | New South & Central America Trend Briefing from TrendWatching,0.2861
1188,Nubank: o futuro dos cartões de crédito [CT Entrevista] - Canaltech Entrevista,2684,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",0.4064,1079,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",0.3699,2897,Nubank se pronuncia sobre possibilidade de ser fechado e decisão do BC; leia na íntegra,0.3344,897,E os vencedores do Latam Founders Awards 2016 são... - Startupi,0.3302,2621,"[Hangout] StartSe promove hangout gratuito com Caio Poli, do Nubank; inscreva-se",0.3199
1189,Apache Spark 2.0 Preview: Machine Learning Model Persistence,839,Auto-scaling scikit-learn with Spark,0.2819,1348,"Google Cloud Dataproc - the fast, easy and safe way to try Spark 2.0-preview | Google Cloud Big Data and Machine Learning Blog",0.2781,913,Making Apache Spark Easier to Use in Java with Java 8 - Cloudera Engineering Blog,0.2768,914,Making Apache Spark Easier to Use in Java with Java 8 - Cloudera Engineering Blog,0.2768,1407,Scala is the new golden child,0.2485
1190,"Conheça o GoBox, marketplace do Grupo Abril - VEJA.com",2048,Grupo Abril oficializa novo posicionamento - Meio & Mensagem,0.3085,1833,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/",0.3067,1752,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.3011,2457,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,0.2977,1051,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o...",0.2974
1191,Por que o Walmart não é Walmart no Brasil,1110,"Como o e-commerce brasileiro pode, enfim, começar a lucrar",0.4898,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.4729,2571,A saga do jovem CEO da Dasa,0.4670,2251,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",0.4578,2684,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",0.4527
1192,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",1505,Teaching machines to predict the future,0.2828,1376,Artificial intelligence produces realistic sounds that fool humans,0.2464,2713,Google DeepMind researchers built a deep-learning system capable of learning from very little data.,0.2213,701,Why image recognition is about to transform business,0.2182,2532,Why Deep Learning Is Suddenly Changing Your Life,0.2101
1193,Amazon founder: A.I.'s impact is,162,"The inside story of how Amazon created Echo, the next billion dollar business no one saw coming",0.4797,1992,BEHOLD Amazon One - the first cargo airplane with that famous Amazon smile,0.3098,2709,Google Home brings Google's smarts to your living room,0.2525,936,Amazon just released a Dash button for AWS IoT,0.2517,295,Amazon takes on PayPal and others with launch of Amazon Payments partner program,0.2335
1194,Facebook says its new AI is almost as good as humans at understanding context,1210,Introducing DeepText: Facebook's text understanding engine,0.5840,641,Facebook at Work pushed to 'later this year',0.1835,2204,98 personal data points that Facebook uses to target ads to you,0.1806,1298,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,0.1805,472,How Facebook's Big Bet On Chatbots Might Remake The UX Of The Web,0.1750
1195,Why Steve Jobs Was Proud to Steal Ideas,2632,Today in Apple history: World prepares for the NeXT Computer | Cult of Mac,0.1214,2516,Today in Apple history: Steve Jobs passes away | Cult of Mac,0.1191,2517,Today in Apple history: Steve Jobs passes away,0.1191,2518,Today in Apple history: Steve Jobs passes away | Cult of Mac,0.1191,2345,So long MVP. Hello Minimum Loveable Product.,0.1146
1196,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,2923,These Are The 10 Most Purchased Brands in the World,0.1746,2613,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",0.1652,2857,How Coca-Cola Is Harvesting Innovation Energy From Startups,0.1390,2919,Coca-Cola reportedly closes Founders startup incubator,0.1280,1582,'We've realized a ten-year strategy goal in one year',0.1108
1197,Google is quietly recording everything you say. Here's how to hear it,676,This year's Founders' Letter,0.2651,884,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,0.2518,2446,"Google saves Allo conversations, a win for machine learning but a loss for privacy - Tech2",0.2322,985,8 things to expect from Google's biggest event of the year,0.2314,962,"Google I/O 2016 Preview: Machine Learning, Virtual Reality And Android N - ARC",0.2254
1198,Torus,2605,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data,0.2579,2088,It's The Future,0.2113,2450,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,0.1959,1221,How Kubernetes takes container workload portability to the next level,0.1909,363,1000 nodes and beyond: updates to Kubernetes performance and scalability in 1.2,0.1754
1199,Kroton prepara oferta pelo controle da Estácio - Primeiro Lugar On-line,1627,"Com compra da Estácio, Kroton se torna ""inalcançável"" | EXAME.com",0.5036,3087,O IPO é a saída para a Netshoes?,0.1748,2571,A saga do jovem CEO da Dasa,0.1583,1044,São Paulo recebe maior evento nacional voltado à educação e discute tecnologia no setor - Startupi,0.1566,882,Itaú prevê aumentar escala da ConectCar,0.1512
1200,Apple Releases First Preview of Swift 3.0 for Developers,264,Google may be considering Swift for use on Android,0.7315,3116,Swift Top 10 Articles For The Past Year (v.2017),0.4931,1005,C# vs. Swift - Iron Man vs. Captain America,0.4150,2302,Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js,0.4041,871,Apple anuncia a 3ª geração da linguagem Swift para o final deste ano,0.3143
1201,Gestão de pessoas? Só se for com a Zappos | Endeavor Brasil,1833,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/",0.4676,2251,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",0.4465,1925,Olhando para o futuro: 5 pontos de atenção,0.4377,1184,Estratégia da Nestlé | Endeavor Brasil,0.4231,1323,A estratégia de vendas da Amazon,0.4174
1202,Inovação e emrpeendedores de tecnologia | Endeavor Brasil,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.4918,1925,Olhando para o futuro: 5 pontos de atenção,0.4766,2572,Para inovar é preciso mais do que boas ideias - Startupi,0.4726,1752,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.4579,1833,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/",0.4473
1203,"Carros de luxo em alta, mas o alerta está aceso",1204,"Carros de luxo em alta, mas o alerta está aceso",1.0000,1157,"Carros de luxo em alta, mas o alerta está aceso",0.9996,1191,Por que o Walmart não é Walmart no Brasil,0.4232,2571,A saga do jovem CEO da Dasa,0.4226,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.4068
1204,"Carros de luxo em alta, mas o alerta está aceso",1204,"Carros de luxo em alta, mas o alerta está aceso",1.0000,1157,"Carros de luxo em alta, mas o alerta está aceso",0.9996,1191,Por que o Walmart não é Walmart no Brasil,0.4232,2571,A saga do jovem CEO da Dasa,0.4226,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.4068
1205,Ouça a música criada pela inteligência artificial do Google | Google Discovery,2758,Google lança experimentos com inteligência artificial | Google Discovery,0.3912,632,"Google anuncia MODE, pulseiras com tecnologia snap-and-swap para Android Wear | Google Discovery",0.3899,1343,Android irá recomendar aplicativos baseado na localização | Google Discovery,0.3790,2131,Google começa a preparar o Android para a chegada do Assistant | Google Discovery,0.3757,945,App do Google Search para Android agora busca por músicas no Brasil | Google Discovery,0.3711
1206,Whirlpool Vessi puts a microbrewery in your kitchen | News | Geek.com,2709,Google Home brings Google's smarts to your living room,0.1086,1689,The Home Of The Internet Of Things: Everywhere,0.0831,2996,A smart home is where the bot is,0.0669,681,A Single App That'll Wrangle Your Millions of Messengers,0.0641,682,A Single App That'll Wrangle Your Millions of Messengers,0.0641
1207,Siga o líder,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.3342,2571,A saga do jovem CEO da Dasa,0.3270,1191,Por que o Walmart não é Walmart no Brasil,0.3204,2684,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",0.3123,1752,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.3104
1208,How Technology Hijacks People's Minds - from a Magician and Google's Design Ethicist - The Startup,559,Bots won't replace apps. Better apps will replace apps.,0.2440,2345,So long MVP. Hello Minimum Loveable Product.,0.2295,674,Email Isn't The Thing You're Bad At,0.2174,676,This year's Founders' Letter,0.2098,1404,A Harvard Psychologist Says This Trait Matters Most: 10 Ways to Make a Great First Impression,0.2039
1209,How Apple Keyboards Lost a Logo and Windows PCs Gained One,1355,What to Expect at WWDC 2016,0.4397,799,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots",0.4213,2452,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,0.4120,2202,An Exclusive Look at How AI and Machine Learning Work at Apple - Backchannel,0.4106,1356,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,0.4054
1210,Introducing DeepText: Facebook's text understanding engine,1194,Facebook says its new AI is almost as good as humans at understanding context,0.5840,2532,Why Deep Learning Is Suddenly Changing Your Life,0.2637,393,Google Is About to Supercharge Its TensorFlow Open Source AI,0.2261,2525,Graph-powered Machine Learning at Google,0.2106,1664,Machine Learning for Designers,0.2016
1211,Google segue Microsoft e lança ferramenta analítica grátis,2459,Google lança novos recursos para o Analytics,0.3213,2366,Business Intelligence: qual a melhor definição para o tema?,0.2780,2728,Gestão de Dados: 10 questões básicas sobre seu uso,0.2760,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.2599,529,big data = real time,0.2512
1212,Sete Reinos,2890,"Sem fazer alarde, a série",0.1966,1898,Seria Stranger Things uma obra de arte do algoritmo da Netflix?,0.1789,3028,Kaol Porfírio luta como uma garota! - Think Olga,0.1745,3029,Kaol Porfírio luta como uma garota! - Think Olga,0.1745,2394,Séries com lições sobre empreendedorismo: As 7 melhores!,0.1634
1213,"""We only hire the best"" - Signal v. Noise",2949,What makes a good (Android) Software Engineer,0.1229,2482,The new tech talent you need to succeed in digital,0.1179,26,How OKCupid Changed Hiring Forever.,0.1175,2982,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,0.1133,2345,So long MVP. Hello Minimum Loveable Product.,0.1028
1214,Bancos brasileiros fecham 200 agências em 2015 - Home - iG,986,Meio&Mensagem,0.3317,150,"O ponto de virada dos bancos vai demitir milhões e está próximo, diz Citi",0.2806,2538,Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil,0.2722,1173,"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",0.2705,1077,Se eu fosse fundar uma nova agência... - Meio & Mensagem,0.2636
1215,An overview of web service solutions in Drupal 8,1274,Dries Buytaert: Advancing Drupal's web services,0.6976,2891,Improving Drupal 8's API-first: JSON API and OAuth2?,0.5326,493,Drupal 8.1.0 is now available,0.4610,1619,The Risks and Rewards of Fully Decoupling Drupal | Acquia,0.4603,715,Dries Buytaert,0.4429
1216,O que você deve fazer para se tornar um líder melhor?,2543,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,0.4216,1014,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,0.4059,1901,Vídeos motivacionais: os 21 vídeos mais incríveis.,0.4001,600,Cinco competências comportamentais para você ser um bom líder,0.3774,2656,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.3753
1217,Cross-channel user experiences with Drupal (awesome video demo!),1217,Cross-channel user experiences with Drupal (awesome video demo!),1.0000,715,Dries Buytaert,0.3115,1592,Drupal and ambitious digital experiences,0.2941,493,Drupal 8.1.0 is now available,0.2905,2190,14 Cool Drupal 8 modules for site builders | August 2016,0.2893
1218,Introducing Google Container Engine (GKE) node pools,363,1000 nodes and beyond: updates to Kubernetes performance and scalability in 1.2,0.3228,1459,Node.js Examples - How Enterprises use Node in 2016 | @RisingStack,0.3198,28,Welcome Google Cloud Platform!,0.2816,1962,Kubernetes,0.2757,2686,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,0.2724
1219,Top 10 GCP sessions from Google I/O 2016,3051,8 must-see sessions for application developers at Google Cloud Next '17,0.4077,1064,Firebase and Google Cloud: better together,0.3755,547,Top 5 GCP NEXT breakout sessions on YouTube (so far),0.3542,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.3448,82,What's the Best Cloud? Probably GCP,0.3368
1220,"Big data, big differentiators: this week on Google Cloud Platform",769,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,0.3941,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.2792,1390,Spark fragmentation undermines community,0.2572,1348,"Google Cloud Dataproc - the fast, easy and safe way to try Spark 2.0-preview | Google Cloud Big Data and Machine Learning Blog",0.2506,100,Spotify chooses Google Cloud Platform to power data infrastructure,0.2498
1221,How Kubernetes takes container workload portability to the next level,1805,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,0.5656,1691,Kubernetes 1.3 on tap for Google Container Engine,0.5174,2450,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,0.4937,1858,From Google to the world: the Kubernetes origin story,0.4902,1624,Creating a scalable API with microservices,0.4526
1222,Stackdriver Trace for App Engine is GA; app latency has nowhere to hide,308,Monitor your application errors with Stackdriver Error Reporting,0.3724,1622,Announcing pricing for Google Stackdriver,0.3552,1617,Stackdriver Debugger now works with source code directly in GitHub and Bitbucket,0.2528,489,A simple approach to PCI DSS compliance for Google Cloud Platform,0.1918,79,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic",0.1743
1223,How to get your ASP.NET app up on Google Cloud the easy way,1543,Announcing .NET Core 1.0,0.4817,3051,8 must-see sessions for application developers at Google Cloud Next '17,0.4279,2521,How to use Docker to run ASP.NET Core apps on Google App Engine,0.4275,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.3825,85,Google Cloud Platform for AWS Professionals,0.3285
1224,"Feeding 10 billion people with cloud computing: Land O'Lakes, Inc. moves to Google Cloud Platform",309,Feeding 10 Billion People - Land O'Lakes & CTP,0.6157,935,Google Cloud Goes to the Farm,0.5391,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.3134,2475,Google Cloud Platform sets a course for new horizons,0.2584,100,Spotify chooses Google Cloud Platform to power data infrastructure,0.2451
1225,Enterprise developers look out: this week on Google Cloud Platform,3051,8 must-see sessions for application developers at Google Cloud Next '17,0.4054,82,What's the Best Cloud? Probably GCP,0.3823,2475,Google Cloud Platform sets a course for new horizons,0.3394,1219,Top 10 GCP sessions from Google I/O 2016,0.3202,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.3167
1226,Machine learning at the museum: this week on Google Cloud Platform,2736,Celebrating TensorFlow's First Year,0.3687,399,Google launches distributed version of its TensorFlow machine learning system,0.3234,1549,TensorFlow v0.9 now available with improved mobile support,0.2781,1294,​Google's AI software is moving into your iPhone,0.2571,2252,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",0.2506
1227,Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab,2543,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,0.4346,2351,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,0.4234,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.4120,1901,Vídeos motivacionais: os 21 vídeos mais incríveis.,0.3956,2656,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.3934
1228,Par de alianças impede que seu parceiro assista Netflix sem você,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.2596,1132,Lições de empreendedorismo com a série The 100,0.2482,2656,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.2451,1752,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.2406,2882,"SINAIS do FUTURO imediato: #1, internet das coisas",0.2399
1229,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,2564,"XP lançará robô que seleciona melhores investimentos para clientes, diz CEO",0.4123,3049,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,0.2907,804,A reunião secreta em que Wall Street testou dinheiro digital | EXAME.com,0.2879,2571,A saga do jovem CEO da Dasa,0.2846,263,Especial: 5 startups brasileiras que podem tornar-se Unicórnios,0.2815
1230,Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões?,3049,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,0.3341,2251,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",0.3017,1843,"Focada em nuvem, SAP dribla crise e cresce na América Latina | EXAME.com",0.2969,1191,Por que o Walmart não é Walmart no Brasil,0.2944,21,O potencial do bitcoin na América Latina,0.2863
1231,Good developers take breaks * Greetings Programs,3024,12 Agile principles,0.1177,976,9 Useful Apps for Product Managers - Product Hunt,0.1109,1149,8 Insanely Simple Productivity Hacks,0.1044,1625,10 Simple Habits of Insanely Productive People,0.1043,1254,Building Products,0.1032
1232,"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog",1595,GitHub on BigQuery: Analyze all the open source code,0.4649,1623,BigQuery goes wide: this week on Google Cloud Platform,0.4125,618,"Inside Capacitor, BigQuery's next-generation columnar storage format | Google Cloud Big Data Blog",0.3701,619,"Inside Capacitor, BigQuery's next-generation columnar storage format | Google Cloud Big Data Blog",0.3701,620,"Inside Capacitor, BigQuery's next-generation columnar storage format | Google Cloud Big Data Blog",0.3701
1233,Introduction to release engineering,1245,The Continuous Delivery Maturity Model,0.2409,1651,The Business Case for Continuous Delivery | Continuous Delivery | Atlassian,0.2301,2024,Do You Suffer From Deployment Anxiety? - DZone DevOps,0.2154,907,Dial in with ease using the latest Google Calendar app for Android,0.2137,3024,12 Agile principles,0.2051
1234,Beyond Progressive Web Apps Part 1,1401,Beyond Progressive Web Apps Part 2: We Need to Know What's New,0.2267,674,Email Isn't The Thing You're Bad At,0.2090,559,Bots won't replace apps. Better apps will replace apps.,0.2052,1682,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all",0.1924,3022,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",0.1924
1235,The barbell effect of machine learning.,2662,Machine Learning Is No Longer Just for Experts,0.4174,275,5 Skills You Need to Become a Machine Learning Engineer | Udacity,0.3880,2715,How real businesses are using machine learning,0.3839,1664,Machine Learning for Designers,0.3786,938,Clarifying the uses of artificial intelligence in the enterprise,0.3527
1236,360 million reasons to destroy all passwords - Free Code Camp,1574,Our password hashing has no clothes,0.4811,1164,Recently confirmed Myspace hack could be the largest yet,0.4254,1166,Recently confirmed Myspace hack could be the largest yet,0.4254,2064,"Frequent password changes are the enemy of security, FTC technologist says",0.4230,515,Password Policy,0.4135
1237,"GitHub broke my 1,000 day streak - Free Code Camp",2345,So long MVP. Hello Minimum Loveable Product.,0.2212,1625,10 Simple Habits of Insanely Productive People,0.1939,2210,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,0.1881,45,Linux at 25: Q&A With Linus Torvalds,0.1840,1974,10 Things I Gained When I Gave Up All My Stuff,0.1806
1238,Google's new tool helps test your website's speed and mobile-friendliness,880,Mobile marketing statistics 2016,0.2728,1511,Google Ranking Factors: The Complete List,0.2346,471,22 Mobile Stats Everyone Should Know - DZone Mobile,0.2258,676,This year's Founders' Letter,0.2203,3046,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,0.2013
1239,A new Facebook chatbot could help you find your next job - Digiday,472,How Facebook's Big Bet On Chatbots Might Remake The UX Of The Web,0.3242,2805,Introduction To Chatbots,0.3151,3112,Life Beyond Email: Chatbot Marketing,0.2740,377,Facebook Messenger bots are here and they want to kill apps,0.2584,1693,What the future will look like when we use chatbots instead of apps,0.2480
1240,11 Internet of Things (IoT) Protocols You Need to Know About,1576,Decentralizing IoT networks through blockchain,0.2257,621,Forget the Cloud - 'The Fog' Is the Next Big Thing | Fox Business,0.1924,94,The Internet of Things,0.1906,1469,Comparing IoT Platforms: Compare 4 IoT platform for IoT projects,0.1875,2132,Popular Internet of Things Forecast of 50 Billion Devices by 2020 Is Outdated,0.1808
1241,The five phases of migrating to Google Cloud Platform,82,What's the Best Cloud? Probably GCP,0.4184,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.4048,3051,8 must-see sessions for application developers at Google Cloud Next '17,0.4017,2085,Advancing enterprise database workloads on Google Cloud Platform,0.3754,100,Spotify chooses Google Cloud Platform to power data infrastructure,0.3567
1242,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",1624,Creating a scalable API with microservices,0.4416,363,1000 nodes and beyond: updates to Kubernetes performance and scalability in 1.2,0.4290,2450,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,0.4212,1221,How Kubernetes takes container workload portability to the next level,0.4130,1805,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,0.3794
1243,Dries Buytaert,1175,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",0.5460,2579,Assessing Salesforce's platform and ecosystem | ZDNet,0.3324,2371,Salesforce Einstein delivers artificial intelligence across the Salesforce platform,0.2807,2838,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,0.2677,2338,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,0.2664
1244,Calm down: Google's use of Material Design on iOS is fine,2776,Time to Re-Think Design Thinking,0.3741,1406,10 Multipurpose Material Design Themes to Make Your Projects 10 Times Better,0.3496,605,What the Google I/O schedule tells us about the future of Android,0.3270,1073,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,0.3238,234,The Future of Business is Design,0.3104
1245,The Continuous Delivery Maturity Model,1651,The Business Case for Continuous Delivery | Continuous Delivery | Atlassian,0.4059,2685,Build Quality In: The Key to Continuous Delivery in Kanban,0.3557,133,How Mature is Your Organization when it Comes to UX?,0.3131,2024,Do You Suffer From Deployment Anxiety? - DZone DevOps,0.2702,2007,Microservices testing,0.2690
1246,Microsoft Accelerator startup DefinedCrowd connects machine learning with native speakers,2734,"Practical advice for analysis of large, complex data sets",0.1926,1695,Exclusive: Why Microsoft is betting its future on AI,0.1814,251,Doing Data Science Right - Your Most Common Questions Answered,0.1766,98,Microsoft Build: the 10 most important announcements,0.1724,2714,The Competitive Landscape for Machine Intelligence,0.1627
1247,"[Tools] Free Business Video Conference with Screen Sharing, Permanent Room",2885,[Tools] How to Record your Desktop Screen with YouTube,0.2546,2865,Slack swips at Skype with video calls and reaction emoji,0.2016,1954,10 Free Screen Readers For Blind Or Visually Impaired Users - Usability Geek,0.1883,2721,My Approach to Mobile Accessibility Testing - Ministry of Testing,0.1660,369,Building more accessible technology,0.1649
1248,Google's fair use victory is good for open source,1118,"Google Wins Trial Against Oracle, Saves $9 Billion",0.3073,1115,Jury finds Google's implementation of Java in Android was fair use,0.2807,2580,The Java 8 API Design Principles,0.2261,1065,The rise of APIs,0.2134,2918,Most Interesting APIs in 2016: Cognitive Computing,0.1989
1249,What Color is Your Function?,857,The Top 10 Most Common Mistakes That Node.js Developers Make,0.2812,2505,How it feels to learn Javascript in 2016,0.2176,1429,Promises | Web Fundamentals - Google Developers,0.2143,613,Java 8 Best Practices Cheat Sheet,0.2116,2702,What to look for in a code review ,0.2096
1250,Visa vai testar nas Olimpíadas do Rio um anel para pagamentos,2563,Visa inaugura Co-Creation Center em São Paulo,0.2729,1727,Swatch lança relógio para pagamentos em parceria com Visa | EXAME.com,0.2375,1728,Swatch lança relógio para pagamentos em parceria com Visa | EXAME.com,0.2375,2266,Visa inaugura centro para inovação em pagamento digital | EXAME.com,0.2352,1803,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi,0.2156
1251,U.S. Track Cycling Team Training for Rio Olympics with Smart Sunglasses,636,The Science of Cycology,0.2285,368,6 Delicious Sports Snacks Approved by Athletes and Scientists,0.1285,94,The Internet of Things,0.1133,2654,Microsoft's Digital Post-It Is Powered By Your Office's Horrible Lighting,0.0920,1053,"Google and Levi's team up on a ""connected"" jacket that lets you answer calls, use maps, and more",0.0871
1252,How Blockchain Technology Can Improve the Insurance Industry,2228,Blockchain Huge Potential For The Insurance Industry,0.5275,259,The insurance tech equation,0.4436,3110,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,0.4260,2561,"IoT Insurance: Trends in Home, Life & Auto Insurance Industries",0.3819,988,Big data analysis to transform insurance industry - FT.com,0.3590
1253,Sam Newman - Backends For Frontends,1403,Code reuse in microservices architecture - with Spring Boot,0.1752,2084,Microservices: Real Architectural Patterns,0.1693,202,The Rise of the API-based SaaS,0.1600,2788,Using Microservices Architecture as API Enablement Strategy,0.1598,2074,Taking Microservices Home - NGINX,0.1564
